DATAFLOW,LAST UPDATE,freq,indic_env,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Sweden,2013,7299,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Sweden,2014,6361,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Sweden,2015,6563,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Sweden,2016,6732,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Sweden,2017,7054,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Sweden,2018,6481,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Sweden,2019,6357,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Sweden,2020,6605,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Sweden,2021,7751,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Sweden,2022,7160,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Sweden,2023,7304,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2005,336,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2006,346,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2007,371,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2008,482,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2009,422,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2010,507,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2011,523,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2012,542,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2013,534,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2014,585,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2015,611,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2016,642,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2017,686,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2018,723,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2019,702,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2020,756,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2021,902,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2022,779,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovenia,2023,806,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2005,735,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2006,758,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2007,794,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2008,765,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2009,787,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2010,1136,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2011,1151,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2012,1164,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2013,1112,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2014,812,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2015,961,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2016,1042,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2017,1166,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2018,1342,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2019,1301,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2020,1284,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2021,1671,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2022,1485,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,Slovakia,2023,1497,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2005,28007,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2006,30680,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2007,33044,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2008,42130,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2009,35165,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2010,37174,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2011,43841,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2012,48714,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2013,49526,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2014,57305,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2015,64915,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2016,60672,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2017,55748,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2018,60698,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2019,63770,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2020,66282,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2021,68880,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2022,71527,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Million euro,United Kingdom,2023,74150,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2005,2.1,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2006,2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2007,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2008,2.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2009,2.1,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2010,2.1,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2011,2.1,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2012,2.1,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2013,2.1,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2014,2.2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2015,2.1,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2016,2.2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2017,2.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2018,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2019,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2020,2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2021,2.2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2022,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Austria,2023,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2005,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2006,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2007,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2008,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2009,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2010,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2011,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2012,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2013,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2014,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2015,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2016,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2017,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2018,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2019,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2020,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2021,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2022,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Belgium,2023,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2005,1.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2006,1.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2007,1.2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2008,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2009,1.2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2010,1.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2011,1.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2012,1.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2013,1.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2014,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2015,1.6,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2016,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2017,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2018,1.6,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2019,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2020,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2021,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2022,1.2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Bulgaria,2023,1.2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2005,1.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2006,1.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2007,1.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2008,1.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2009,1.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2010,1.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2011,1.2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2012,1.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2013,1.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2014,1.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2015,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2016,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2017,1.6,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2018,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2019,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2020,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2021,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2022,1.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Cyprus,2023,1.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2005,2.1,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2006,2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2007,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2008,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2009,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2010,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2011,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2012,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2013,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2014,2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2015,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2016,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2017,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2018,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2019,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2020,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2021,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2022,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Czechia,2023,1.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2005,1.6,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2006,1.6,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2007,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2008,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2009,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2010,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2011,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2012,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2013,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2014,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2015,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2016,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2017,2.1,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2018,2.2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2019,2.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2020,2.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2021,2.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2022,2.2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Germany,2023,2.2,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2005,1.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2006,1.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2007,1.3,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2008,1,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2009,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2010,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2011,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2012,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2013,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2014,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2015,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2016,1.9,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2017,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2018,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2019,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2020,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2021,1.7,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2022,1.6,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Denmark,2023,1.6,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Estonia,2005,1.6,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Estonia,2006,1.5,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Estonia,2007,1.4,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Estonia,2008,1.8,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Gross value added,Percentage of gross domestic product (GDP),Estonia,2009,1.8,,
